OrderID,OrderDate,CustomerID,CustomerName,City,State,ProductID,ProductName,Category,Quantity,UnitPrice,Discount%,DiscountAmount,NetRevenue,COGS,Profit,PaymentMethod,Channel
ORD-202402-2015,23-02-2024,C011,Mohit Agarwal,Lucknow,Uttar Pradesh,P004,Headphones,Electronics,4,3500,0,0.0,14000.0,8770.12,5229.88,Cash on Delivery,Store
ORD-202402-2016,19-02-2024,C005,Rajesh Gupta,Chennai,Tamil Nadu,P004,Headphones,Electronics,2,3500,0,0.0,7000.0,3755.36,3244.64,Debit Card,Reseller
ORD-202402-2017,13-02-2024,C003,Amit Kumar,Bangalore,Karnataka,P009,Bed Frame,Furniture,2,22000,0,0.0,44000.0,29500.85,14499.15,Credit Card,Online
ORD-202402-2018,16-02-2024,C007,Vikram Patel,Ahmedabad,Gujarat,P006,Office Chair,Furniture,1,12000,20,2400.0,9600.0,5889.68,3710.32,Credit Card,Reseller
ORD-202402-2019,07-02-2024,C006,Deepika Singh,Hyderabad,Telangana,P005,Smartwatch,Electronics,1,8000,20,1600.0,6400.0,3555.17,2844.83,Credit Card,Store
ORD-202402-2020,28-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P001,Laptop,Electronics,2,45000,5,4500.0,85500.0,56845.21,28654.79,Cash on Delivery,Store
ORD-202402-2021,22-02-2024,C007,Vikram Patel,Ahmedabad,Gujarat,P022,Business Book,Books,1,650,0,0.0,650.0,400.98,249.02,Cash on Delivery,Store
ORD-202402-2022,28-02-2024,C005,Rajesh Gupta,Chennai,Tamil Nadu,P005,Smartwatch,Electronics,3,8000,15,3600.0,20400.0,13107.0,7293.0,EMI,Reseller
ORD-202402-2023,17-02-2024,C004,Sunita Verma,Jaipur,Rajasthan,P006,Office Chair,Furniture,1,12000,15,1800.0,10200.0,6187.54,4012.46,Credit Card,Mobile App
ORD-202402-2024,01-02-2024,C007,Vikram Patel,Ahmedabad,Gujarat,P013,Sneakers,Clothing,3,4500,0,0.0,13500.0,7330.63,6169.37,Debit Card,Online
ORD-202402-2025,06-02-2024,C005,Rajesh Gupta,Chennai,Tamil Nadu,P008,Bookshelf,Furniture,1,6000,0,0.0,6000.0,3952.91,2047.09,UPI,Mobile App
ORD-202402-2026,05-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P006,Office Chair,Furniture,4,12000,20,9600.0,38400.0,24527.58,13872.42,EMI,Store
ORD-202402-2027,10-02-2024,C001,Rahul Sharma,Mumbai,Maharashtra,P012,Jeans,Clothing,1,2500,0,0.0,2500.0,1500.77,999.23,Net Banking,Mobile App
ORD-202402-2028,08-02-2024,C009,Sanjay Joshi,Pune,Maharashtra,P008,Bookshelf,Furniture,1,6000,0,0.0,6000.0,4148.37,1851.63,Debit Card,Reseller
ORD-202402-2029,07-02-2024,C015,Suresh Pillai,Thiruvananthapuram,Maharashtra,P019,Vacuum Cleaner,Appliances,3,6500,5,975.0,18525.0,9676.54,8848.46,EMI,Online
ORD-202402-2030,02-02-2024,C014,Pooja Tiwari,Bhopal,Maharashtra,P020,Electric Kettle,Appliances,1,1800,5,90.0,1710.0,1119.94,590.06,Debit Card,Reseller
ORD-202402-2031,01-02-2024,C003,Amit Kumar,Bangalore,Karnataka,P017,Microwave,Appliances,4,8500,0,0.0,34000.0,22028.48,11971.52,Cash on Delivery,Reseller
ORD-202402-2032,01-02-2024,C004,Sunita Verma,Jaipur,Rajasthan,P019,Vacuum Cleaner,Appliances,2,6500,5,650.0,12350.0,7313.6,5036.4,EMI,Mobile App
ORD-202402-2033,22-02-2024,C011,Mohit Agarwal,Lucknow,Uttar Pradesh,P011,Cotton Shirt,Clothing,3,1200,0,0.0,3600.0,2132.46,1467.54,EMI,Reseller
ORD-202402-2034,27-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P016,Mixer Grinder,Appliances,4,4200,20,3360.0,13440.0,9138.86,4301.14,Cash on Delivery,Reseller
ORD-202402-2035,25-02-2024,C011,Mohit Agarwal,Lucknow,Uttar Pradesh,P005,Smartwatch,Electronics,1,8000,20,1600.0,6400.0,4472.86,1927.14,EMI,Online
ORD-202402-2036,04-02-2024,C012,Neha Jain,Indore,Madhya Pradesh,P025,Board Game,Toys,4,2200,5,440.0,8360.0,4716.98,3643.02,Debit Card,Online
ORD-202402-2037,24-02-2024,C003,Amit Kumar,Bangalore,Karnataka,P015,Jacket,Clothing,1,3800,0,0.0,3800.0,2331.15,1468.85,UPI,Mobile App
ORD-202402-2038,13-02-2024,C009,Sanjay Joshi,Pune,Maharashtra,P004,Headphones,Electronics,1,3500,5,175.0,3325.0,1835.2,1489.8,Net Banking,Online
ORD-202402-2039,08-02-2024,C014,Pooja Tiwari,Bhopal,Maharashtra,P009,Bed Frame,Furniture,3,22000,5,3300.0,62700.0,36443.88,26256.12,EMI,Reseller
ORD-202402-2040,24-02-2024,C007,Vikram Patel,Ahmedabad,Gujarat,P018,Air Purifier,Appliances,2,12000,15,3600.0,20400.0,11813.02,8586.98,Debit Card,Mobile App
ORD-202402-2041,11-02-2024,C011,Mohit Agarwal,Lucknow,Uttar Pradesh,P014,Formal Shoes,Clothing,4,6000,5,1200.0,22800.0,13270.32,9529.68,Cash on Delivery,Online
ORD-202402-2042,03-02-2024,C001,Rahul Sharma,Mumbai,Maharashtra,P024,Kids Activity Kit,Toys,3,1200,0,0.0,3600.0,1824.83,1775.17,Debit Card,Mobile App
ORD-202402-2043,02-02-2024,C007,Vikram Patel,Ahmedabad,Gujarat,P001,Laptop,Electronics,4,45000,10,18000.0,162000.0,85983.98,76016.02,UPI,Reseller
ORD-202402-2044,25-02-2024,C011,Mohit Agarwal,Lucknow,Uttar Pradesh,P016,Mixer Grinder,Appliances,4,4200,15,2520.0,14280.0,8080.9,6199.1,UPI,Store
ORD-202402-2045,18-02-2024,C004,Sunita Verma,Jaipur,Rajasthan,P007,Study Table,Furniture,3,8500,15,3825.0,21675.0,13788.82,7886.18,Debit Card,Online
ORD-202402-2046,01-02-2024,C008,Ananya Nair,Kochi,Kerala,P001,Laptop,Electronics,1,45000,0,0.0,45000.0,29200.79,15799.21,UPI,Reseller
ORD-202402-2047,15-02-2024,C010,Kavya Reddy,Hyderabad,Telangana,P025,Board Game,Toys,4,2200,10,880.0,7920.0,4499.49,3420.51,EMI,Reseller
ORD-202402-2048,07-02-2024,C005,Rajesh Gupta,Chennai,Tamil Nadu,P021,Novel - Fiction,Books,4,450,20,360.0,1440.0,935.81,504.19,Cash on Delivery,Online
ORD-202402-2049,01-02-2024,C008,Ananya Nair,Kochi,Kerala,P015,Jacket,Clothing,3,3800,10,1140.0,10260.0,6290.18,3969.82,EMI,Store
ORD-202402-2050,17-02-2024,C003,Amit Kumar,Bangalore,Karnataka,P024,Kids Activity Kit,Toys,3,1200,0,0.0,3600.0,2285.41,1314.59,EMI,Mobile App
ORD-202402-2051,01-02-2024,C015,Suresh Pillai,Thiruvananthapuram,Maharashtra,P001,Laptop,Electronics,2,45000,15,13500.0,76500.0,45033.62,31466.38,Cash on Delivery,Online
ORD-202402-2052,17-02-2024,C010,Kavya Reddy,Hyderabad,Telangana,P012,Jeans,Clothing,2,2500,0,0.0,5000.0,3060.56,1939.44,EMI,Reseller
ORD-202402-2053,05-02-2024,C002,Priya Mehta,Delhi,Delhi,P022,Business Book,Books,4,650,0,0.0,2600.0,1310.98,1289.02,Debit Card,Reseller
ORD-202402-2054,19-02-2024,C011,Mohit Agarwal,Lucknow,Uttar Pradesh,P018,Air Purifier,Appliances,2,12000,0,0.0,24000.0,14755.4,9244.6,EMI,Mobile App
ORD-202402-2055,06-02-2024,C001,Rahul Sharma,Mumbai,Maharashtra,P007,Study Table,Furniture,1,8500,0,0.0,8500.0,4333.74,4166.26,Debit Card,Reseller
ORD-202402-2056,19-02-2024,C007,Vikram Patel,Ahmedabad,Gujarat,P025,Board Game,Toys,1,2200,0,0.0,2200.0,1500.54,699.46,Cash on Delivery,Store
ORD-202402-2057,11-02-2024,C012,Neha Jain,Indore,Madhya Pradesh,P021,Novel - Fiction,Books,3,450,5,67.5,1282.5,864.96,417.54,UPI,Store
ORD-202402-2058,04-02-2024,C004,Sunita Verma,Jaipur,Rajasthan,P004,Headphones,Electronics,4,3500,10,1400.0,12600.0,6472.99,6127.01,Cash on Delivery,Online
ORD-202402-2059,28-02-2024,C007,Vikram Patel,Ahmedabad,Gujarat,P021,Novel - Fiction,Books,1,450,0,0.0,450.0,242.7,207.3,EMI,Online
ORD-202402-2060,20-02-2024,C015,Suresh Pillai,Thiruvananthapuram,Maharashtra,P023,Self Help Book,Books,3,550,0,0.0,1650.0,1153.85,496.15,Debit Card,Online
ORD-202402-2061,17-02-2024,C014,Pooja Tiwari,Bhopal,Maharashtra,P015,Jacket,Clothing,4,3800,5,760.0,14440.0,9234.73,5205.27,UPI,Store
ORD-202402-2062,08-02-2024,C008,Ananya Nair,Kochi,Kerala,P022,Business Book,Books,3,650,0,0.0,1950.0,1362.99,587.01,Debit Card,Mobile App
ORD-202402-2063,02-02-2024,C014,Pooja Tiwari,Bhopal,Maharashtra,P016,Mixer Grinder,Appliances,4,4200,15,2520.0,14280.0,8166.37,6113.63,UPI,Online
ORD-202402-2064,08-02-2024,C012,Neha Jain,Indore,Madhya Pradesh,P009,Bed Frame,Furniture,3,22000,10,6600.0,59400.0,40858.68,18541.32,Debit Card,Store
ORD-202402-2065,01-02-2024,C007,Vikram Patel,Ahmedabad,Gujarat,P016,Mixer Grinder,Appliances,2,4200,10,840.0,7560.0,4378.59,3181.41,UPI,Mobile App
ORD-202402-2066,01-02-2024,C002,Priya Mehta,Delhi,Delhi,P002,Smartphone,Electronics,3,18000,0,0.0,54000.0,35270.87,18729.13,Credit Card,Online
ORD-202402-2067,07-02-2024,C004,Sunita Verma,Jaipur,Rajasthan,P004,Headphones,Electronics,3,3500,20,2100.0,8400.0,5209.14,3190.86,Net Banking,Reseller
ORD-202402-2068,23-02-2024,C010,Kavya Reddy,Hyderabad,Telangana,P005,Smartwatch,Electronics,1,8000,5,400.0,7600.0,4345.83,3254.17,Net Banking,Mobile App
ORD-202402-2069,01-02-2024,C015,Suresh Pillai,Thiruvananthapuram,Maharashtra,P020,Electric Kettle,Appliances,1,1800,20,360.0,1440.0,737.72,702.28,UPI,Store
ORD-202402-2070,26-02-2024,C005,Rajesh Gupta,Chennai,Tamil Nadu,P011,Cotton Shirt,Clothing,1,1200,20,240.0,960.0,496.79,463.21,Credit Card,Store
ORD-202402-2071,28-02-2024,C011,Mohit Agarwal,Lucknow,Uttar Pradesh,P005,Smartwatch,Electronics,4,8000,0,0.0,32000.0,20542.36,11457.64,UPI,Mobile App
ORD-202402-2072,03-02-2024,C007,Vikram Patel,Ahmedabad,Gujarat,P025,Board Game,Toys,4,2200,0,0.0,8800.0,5205.58,3594.42,Debit Card,Mobile App
ORD-202402-2073,02-02-2024,C010,Kavya Reddy,Hyderabad,Telangana,P010,Wardrobe,Furniture,3,35000,10,10500.0,94500.0,63594.36,30905.64,Cash on Delivery,Reseller
ORD-202402-2074,07-02-2024,C006,Deepika Singh,Hyderabad,Telangana,P025,Board Game,Toys,3,2200,0,0.0,6600.0,4103.22,2496.78,EMI,Reseller
ORD-202402-2075,15-02-2024,C001,Rahul Sharma,Mumbai,Maharashtra,P007,Study Table,Furniture,4,8500,0,0.0,34000.0,18248.49,15751.51,EMI,Mobile App
ORD-202402-2076,19-02-2024,C011,Mohit Agarwal,Lucknow,Uttar Pradesh,P015,Jacket,Clothing,4,3800,0,0.0,15200.0,8371.73,6828.27,Credit Card,Mobile App
ORD-202402-2077,19-02-2024,C003,Amit Kumar,Bangalore,Karnataka,P002,Smartphone,Electronics,3,18000,0,0.0,54000.0,29084.3,24915.7,EMI,Online
ORD-202402-2078,15-02-2024,C009,Sanjay Joshi,Pune,Maharashtra,P017,Microwave,Appliances,2,8500,5,850.0,16150.0,8814.59,7335.41,EMI,Store
ORD-202402-2079,19-02-2024,C004,Sunita Verma,Jaipur,Rajasthan,P018,Air Purifier,Appliances,2,12000,15,3600.0,20400.0,10352.27,10047.73,Credit Card,Store
ORD-202402-2080,16-02-2024,C010,Kavya Reddy,Hyderabad,Telangana,P023,Self Help Book,Books,3,550,10,165.0,1485.0,964.85,520.15,Net Banking,Store
ORD-202402-2081,03-02-2024,C010,Kavya Reddy,Hyderabad,Telangana,P014,Formal Shoes,Clothing,2,6000,0,0.0,12000.0,6098.18,5901.82,Net Banking,Store
ORD-202402-2082,07-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P012,Jeans,Clothing,3,2500,20,1500.0,6000.0,3757.82,2242.18,EMI,Reseller
ORD-202402-2083,12-02-2024,C009,Sanjay Joshi,Pune,Maharashtra,P017,Microwave,Appliances,1,8500,0,0.0,8500.0,4586.27,3913.73,Debit Card,Mobile App
ORD-202402-2084,05-02-2024,C009,Sanjay Joshi,Pune,Maharashtra,P018,Air Purifier,Appliances,1,12000,0,0.0,12000.0,6262.9,5737.1,UPI,Store
ORD-202402-2085,23-02-2024,C001,Rahul Sharma,Mumbai,Maharashtra,P007,Study Table,Furniture,3,8500,0,0.0,25500.0,13537.27,11962.73,Debit Card,Online
ORD-202402-2086,25-02-2024,C005,Rajesh Gupta,Chennai,Tamil Nadu,P007,Study Table,Furniture,1,8500,15,1275.0,7225.0,4884.22,2340.78,Debit Card,Store
ORD-202402-2087,19-02-2024,C009,Sanjay Joshi,Pune,Maharashtra,P014,Formal Shoes,Clothing,1,6000,20,1200.0,4800.0,2642.91,2157.09,EMI,Store
ORD-202402-2088,03-02-2024,C011,Mohit Agarwal,Lucknow,Uttar Pradesh,P023,Self Help Book,Books,4,550,0,0.0,2200.0,1262.29,937.71,EMI,Store
ORD-202402-2089,05-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P020,Electric Kettle,Appliances,4,1800,5,360.0,6840.0,4574.49,2265.51,Cash on Delivery,Reseller
ORD-202402-2090,16-02-2024,C002,Priya Mehta,Delhi,Delhi,P010,Wardrobe,Furniture,1,35000,20,7000.0,28000.0,16643.16,11356.84,EMI,Mobile App
ORD-202402-2091,14-02-2024,C010,Kavya Reddy,Hyderabad,Telangana,P015,Jacket,Clothing,1,3800,20,760.0,3040.0,1817.57,1222.43,EMI,Store
ORD-202402-2092,18-02-2024,C004,Sunita Verma,Jaipur,Rajasthan,P006,Office Chair,Furniture,2,12000,0,0.0,24000.0,12544.36,11455.64,Net Banking,Online
ORD-202402-2093,13-02-2024,C004,Sunita Verma,Jaipur,Rajasthan,P016,Mixer Grinder,Appliances,4,4200,15,2520.0,14280.0,8593.52,5686.48,Debit Card,Store
ORD-202402-2094,01-02-2024,C008,Ananya Nair,Kochi,Kerala,P016,Mixer Grinder,Appliances,3,4200,0,0.0,12600.0,6582.16,6017.84,Cash on Delivery,Online
ORD-202402-2095,20-02-2024,C006,Deepika Singh,Hyderabad,Telangana,P010,Wardrobe,Furniture,4,35000,5,7000.0,133000.0,90122.03,42877.97,Net Banking,Mobile App
ORD-202402-2096,10-02-2024,C009,Sanjay Joshi,Pune,Maharashtra,P006,Office Chair,Furniture,2,12000,0,0.0,24000.0,14798.97,9201.03,EMI,Store
ORD-202402-2097,04-02-2024,C006,Deepika Singh,Hyderabad,Telangana,P025,Board Game,Toys,4,2200,20,1760.0,7040.0,3541.43,3498.57,UPI,Reseller
ORD-202402-2098,11-02-2024,C006,Deepika Singh,Hyderabad,Telangana,P010,Wardrobe,Furniture,3,35000,20,21000.0,84000.0,52045.09,31954.91,Debit Card,Online
ORD-202402-2099,26-02-2024,C014,Pooja Tiwari,Bhopal,Maharashtra,P001,Laptop,Electronics,1,45000,0,0.0,45000.0,28703.41,16296.59,Debit Card,Reseller
ORD-202402-2100,23-02-2024,C006,Deepika Singh,Hyderabad,Telangana,P013,Sneakers,Clothing,3,4500,20,2700.0,10800.0,6228.84,4571.16,Credit Card,Reseller
ORD-202402-2101,22-02-2024,C006,Deepika Singh,Hyderabad,Telangana,P022,Business Book,Books,1,650,0,0.0,650.0,345.47,304.53,Net Banking,Online
ORD-202402-2102,25-02-2024,C005,Rajesh Gupta,Chennai,Tamil Nadu,P021,Novel - Fiction,Books,3,450,10,135.0,1215.0,649.73,565.27,EMI,Mobile App
ORD-202402-2103,08-02-2024,C002,Priya Mehta,Delhi,Delhi,P008,Bookshelf,Furniture,4,6000,0,0.0,24000.0,13344.66,10655.34,Debit Card,Online
ORD-202402-2104,27-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P018,Air Purifier,Appliances,2,12000,20,4800.0,19200.0,9605.85,9594.15,EMI,Reseller
ORD-202402-2105,10-02-2024,C005,Rajesh Gupta,Chennai,Tamil Nadu,P022,Business Book,Books,1,650,0,0.0,650.0,330.66,319.34,UPI,Store
ORD-202402-2106,15-02-2024,C009,Sanjay Joshi,Pune,Maharashtra,P016,Mixer Grinder,Appliances,2,4200,15,1260.0,7140.0,4109.15,3030.85,Net Banking,Reseller
ORD-202402-2107,21-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P025,Board Game,Toys,2,2200,5,220.0,4180.0,2582.89,1597.11,Debit Card,Reseller
ORD-202402-2108,09-02-2024,C012,Neha Jain,Indore,Madhya Pradesh,P011,Cotton Shirt,Clothing,3,1200,5,180.0,3420.0,2351.29,1068.71,Cash on Delivery,Store
ORD-202402-2109,15-02-2024,C004,Sunita Verma,Jaipur,Rajasthan,P010,Wardrobe,Furniture,4,35000,20,28000.0,112000.0,56769.84,55230.16,EMI,Reseller
ORD-202402-2110,05-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P017,Microwave,Appliances,3,8500,10,2550.0,22950.0,15076.88,7873.12,Credit Card,Reseller
ORD-202402-2111,07-02-2024,C014,Pooja Tiwari,Bhopal,Maharashtra,P013,Sneakers,Clothing,4,4500,5,900.0,17100.0,8767.99,8332.01,Cash on Delivery,Reseller
ORD-202402-2112,10-02-2024,C007,Vikram Patel,Ahmedabad,Gujarat,P006,Office Chair,Furniture,3,12000,0,0.0,36000.0,23399.83,12600.17,EMI,Mobile App
ORD-202402-2113,22-02-2024,C007,Vikram Patel,Ahmedabad,Gujarat,P003,Tablet,Electronics,3,25000,5,3750.0,71250.0,46826.94,24423.06,EMI,Mobile App
ORD-202402-2114,15-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P020,Electric Kettle,Appliances,2,1800,10,360.0,3240.0,2066.47,1173.53,Debit Card,Reseller
ORD-202402-2115,23-02-2024,C014,Pooja Tiwari,Bhopal,Maharashtra,P006,Office Chair,Furniture,4,12000,20,9600.0,38400.0,21195.14,17204.86,Net Banking,Online
ORD-202402-2116,03-02-2024,C014,Pooja Tiwari,Bhopal,Maharashtra,P022,Business Book,Books,3,650,15,292.5,1657.5,946.73,710.77,EMI,Reseller
ORD-202402-2117,18-02-2024,C005,Rajesh Gupta,Chennai,Tamil Nadu,P023,Self Help Book,Books,3,550,15,247.5,1402.5,951.76,450.74,Net Banking,Mobile App
ORD-202402-2118,13-02-2024,C009,Sanjay Joshi,Pune,Maharashtra,P011,Cotton Shirt,Clothing,3,1200,10,360.0,3240.0,2123.08,1116.92,Net Banking,Store
ORD-202402-2119,15-02-2024,C006,Deepika Singh,Hyderabad,Telangana,P015,Jacket,Clothing,3,3800,0,0.0,11400.0,7740.25,3659.75,Debit Card,Online
ORD-202402-2120,27-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P002,Smartphone,Electronics,1,18000,5,900.0,17100.0,10852.72,6247.28,Credit Card,Online
ORD-202402-2121,13-02-2024,C012,Neha Jain,Indore,Madhya Pradesh,P014,Formal Shoes,Clothing,4,6000,20,4800.0,19200.0,12789.22,6410.78,UPI,Online
ORD-202402-2122,25-02-2024,C012,Neha Jain,Indore,Madhya Pradesh,P007,Study Table,Furniture,2,8500,20,3400.0,13600.0,7545.94,6054.06,EMI,Online
ORD-202402-2123,16-02-2024,C007,Vikram Patel,Ahmedabad,Gujarat,P010,Wardrobe,Furniture,4,35000,10,14000.0,126000.0,65156.48,60843.52,EMI,Online
ORD-202402-2124,01-02-2024,C014,Pooja Tiwari,Bhopal,Maharashtra,P017,Microwave,Appliances,3,8500,0,0.0,25500.0,15453.15,10046.85,Credit Card,Mobile App
ORD-202402-2125,26-02-2024,C006,Deepika Singh,Hyderabad,Telangana,P005,Smartwatch,Electronics,4,8000,5,1600.0,30400.0,21033.59,9366.41,EMI,Mobile App
ORD-202402-2126,28-02-2024,C001,Rahul Sharma,Mumbai,Maharashtra,P015,Jacket,Clothing,1,3800,0,0.0,3800.0,2520.27,1279.73,Net Banking,Mobile App
ORD-202402-2127,07-02-2024,C003,Amit Kumar,Bangalore,Karnataka,P020,Electric Kettle,Appliances,2,1800,0,0.0,3600.0,2225.23,1374.77,Debit Card,Online
ORD-202402-2128,10-02-2024,C012,Neha Jain,Indore,Madhya Pradesh,P021,Novel - Fiction,Books,1,450,0,0.0,450.0,313.76,136.24,Credit Card,Mobile App
ORD-202402-2129,24-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P007,Study Table,Furniture,1,8500,0,0.0,8500.0,5081.32,3418.68,UPI,Online
ORD-202402-2130,01-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P001,Laptop,Electronics,4,45000,10,18000.0,162000.0,110013.19,51986.81,UPI,Mobile App
ORD-202402-2131,26-02-2024,C010,Kavya Reddy,Hyderabad,Telangana,P001,Laptop,Electronics,4,45000,10,18000.0,162000.0,84816.62,77183.38,Net Banking,Reseller
ORD-202402-2132,04-02-2024,C011,Mohit Agarwal,Lucknow,Uttar Pradesh,P019,Vacuum Cleaner,Appliances,4,6500,0,0.0,26000.0,17495.64,8504.36,UPI,Store
ORD-202402-2133,03-02-2024,C005,Rajesh Gupta,Chennai,Tamil Nadu,P025,Board Game,Toys,2,2200,0,0.0,4400.0,2276.56,2123.44,UPI,Reseller
ORD-202402-2134,11-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P001,Laptop,Electronics,4,45000,0,0.0,180000.0,91163.12,88836.88,Cash on Delivery,Store
ORD-202402-2135,17-02-2024,C007,Vikram Patel,Ahmedabad,Gujarat,P012,Jeans,Clothing,3,2500,15,1125.0,6375.0,4410.95,1964.05,Credit Card,Store
ORD-202402-2136,24-02-2024,C008,Ananya Nair,Kochi,Kerala,P010,Wardrobe,Furniture,3,35000,0,0.0,105000.0,70898.39,34101.61,Cash on Delivery,Mobile App
ORD-202402-2137,25-02-2024,C009,Sanjay Joshi,Pune,Maharashtra,P015,Jacket,Clothing,2,3800,0,0.0,7600.0,4370.11,3229.89,Cash on Delivery,Store
ORD-202402-2138,06-02-2024,C001,Rahul Sharma,Mumbai,Maharashtra,P018,Air Purifier,Appliances,4,12000,15,7200.0,40800.0,21351.26,19448.74,UPI,Reseller
ORD-202402-2139,05-02-2024,C014,Pooja Tiwari,Bhopal,Maharashtra,P011,Cotton Shirt,Clothing,3,1200,10,360.0,3240.0,1736.85,1503.15,Net Banking,Reseller
ORD-202402-2140,14-02-2024,C002,Priya Mehta,Delhi,Delhi,P017,Microwave,Appliances,4,8500,0,0.0,34000.0,20261.75,13738.25,Net Banking,Store
ORD-202402-2141,25-02-2024,C001,Rahul Sharma,Mumbai,Maharashtra,P011,Cotton Shirt,Clothing,1,1200,0,0.0,1200.0,673.03,526.97,Credit Card,Online
ORD-202402-2142,20-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P016,Mixer Grinder,Appliances,2,4200,10,840.0,7560.0,4748.96,2811.04,Net Banking,Mobile App
ORD-202402-2143,27-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P018,Air Purifier,Appliances,4,12000,0,0.0,48000.0,32153.48,15846.52,UPI,Store
ORD-202402-2144,04-02-2024,C013,Arjun Kapoor,Mumbai,Maharashtra,P014,Formal Shoes,Clothing,2,6000,15,1800.0,10200.0,7032.83,3167.17,Debit Card,Online
ORD-202402-2145,11-02-2024,C010,Kavya Reddy,Hyderabad,Telangana,P009,Bed Frame,Furniture,2,22000,0,0.0,44000.0,27205.83,16794.17,Credit Card,Store
ORD-202402-2146,14-02-2024,C006,Deepika Singh,Hyderabad,Telangana,P006,Office Chair,Furniture,1,12000,0,0.0,12000.0,6873.75,5126.25,EMI,Reseller
ORD-202402-2147,20-02-2024,C007,Vikram Patel,Ahmedabad,Gujarat,P001,Laptop,Electronics,4,45000,0,0.0,180000.0,91205.53,88794.47,Net Banking,Online
ORD-202402-2148,16-02-2024,C011,Mohit Agarwal,Lucknow,Uttar Pradesh,P016,Mixer Grinder,Appliances,3,4200,0,0.0,12600.0,8303.39,4296.61,Cash on Delivery,Reseller
ORD-202402-2149,20-02-2024,C004,Sunita Verma,Jaipur,Rajasthan,P025,Board Game,Toys,3,2200,10,660.0,5940.0,3688.78,2251.22,Debit Card,Mobile App
